fixture_code,team_id,off_change,def_change
2561925,6,6.316430400000003,-27.667013919999995
2561929,8,53.32496303999999,18.237622400000003
2561929,17,-18.237622400000003,-53.32496303999999
2561930,9,63.98881840000001,8.74610432
2561930,2,-8.74610432,-63.98881840000001
2561931,10,8.109913439999993,13.490415520000008
2561931,11,-13.490415520000008,-8.109913439999993
2561933,15,23.628178559999995,20.75561488
2561933,20,-20.75561488,-23.628178559999995
2561934,19,24.291202079999987,11.304954080000005
2561934,18,-11.304954080000005,-24.291202079999987
2561927,5,30.856436319999997,9.502423999999994
2561927,7,-9.502423999999994,-30.856436319999997
2561928,3,9.612497600000005,32.34858448
2561928,12,-32.34858448,-9.612497600000005
2561932,13,44.55816816000001,15.440210399999996
2561932,14,-15.440210399999996,-44.55816816000001
2561940,12,16.453160208000003,17.836403599999993
2561940,9,-17.836403599999993,-16.453160208000003
2561937,6,17.564565411200004,17.22991656959999
2561937,18,-17.22991656959999,-17.564565411200004
2561938,3,22.3295478816,20.506651801599997
2561938,16,-20.506651801599997,-22.3295478816
2561943,19,28.671491779199997,37.846256102400005
2561943,8,-37.846256102400005,-28.671491779199997
2561944,20,36.25478288640001,3.5825908575999987
2561944,11,-3.5825908575999987,-36.25478288640001
2561941,14,31.8224379648,-2.8660379296000005
2561941,7,2.8660379296000005,-31.8224379648
2561939,10,12.991406633599997,-0.23654092799999749
2561939,5,0.23654092799999749,-12.991406633599997
2561935,4,12.47862549759999,-2.504890937599998
2561935,15,2.504890937599998,-12.47862549759999
2561942,17,32.74050296,21.4591271968
2561942,2,-21.4591271968,-32.74050296
2561936,1,8.106242361600007,15.927280723199997
2561936,13,-15.927280723199997,-8.106242361600007
2561946,5,29.538093479743996,23.21294434809601
2561946,14,-23.21294434809601,-29.538093479743996
2561947,7,24.5097173232,38.17694523423999
2561947,6,-38.17694523423999,-24.5097173232
2561948,8,64.231320103744,45.532955213568016
2561948,12,-45.532955213568016,-64.231320103744
2561950,11,32.349564782399995,0.5631152153599928
2561950,4,-0.5631152153599928,-32.349564782399995
2561951,13,16.536253890688,18.543204953408
2561951,3,-18.543204953408,-16.536253890688
2561953,16,50.910834490304005,26.833093311104
2561953,17,-26.833093311104,-50.910834490304005
2561954,18,2.4772808168320015,31.225367710144006
2561954,20,-31.225367710144006,-2.4772808168320015
2561945,2,17.746427326528003,28.202154793983993
2561945,10,-28.202154793983993,-17.746427326528003
2561952,15,25.801696926336003,28.616712638847996
2561952,1,-28.616712638847996,-25.801696926336003
2561949,9,14.133258762943996,30.176738535168006
2561949,19,-30.176738535168006,-14.133258762943996
2561955,4,16.07835186379392,7.51887963602303
2561955,10,-7.51887963602303,-16.07835186379392
2561961,11,40.01749994884864,-2.8862778766963126
2561961,18,2.8862778766963126,-40.01749994884864
2561956,1,35.80519151940222,25.736384681169927
2561956,19,-25.736384681169927,-35.80519151940222
2561962,14,29.13461606698753,12.978394950905606
2561962,17,-12.978394950905606,-29.13461606698753
2561959,7,3.6973807186073615,42.646858546100475
2561959,12,-42.646858546100475,-3.6973807186073615
2561957,2,10.033877114871043,26.43327301434752
2561957,3,-26.43327301434752,-10.033877114871043
2561960,9,57.229670816285434,36.50278797634944
2561960,8,-36.50278797634944,-57.229670816285434
2561963,15,59.71228719793409,17.157231892752634
2561963,16,-17.157231892752634,-59.71228719793409
2561964,20,18.376082461808643,-2.4736525857715175
2561964,6,2.4736525857715175,-18.376082461808643
2561958,5,9.464001335843845,-2.7033053367795157
2561958,13,2.7033053367795157,-9.464001335843845
2561971,16,62.94230249477535,14.817258353209743
2561971,7,-14.817258353209743,-62.94230249477535
2561965,6,13.44236824507615,19.973697834563275
2561965,15,-19.973697834563275,-13.44236824507615
2561966,3,8.16754800990516,35.71820729534353
2561966,11,-35.71820729534353,-8.16754800990516
2561967,8,84.08247870706171,44.88037521712292
2561967,4,-44.88037521712292,-84.08247870706171
2561970,13,37.387808797554996,28.59354419660407
2561970,9,-28.59354419660407,-37.387808797554996
2561972,17,4.131782315820369,26.706469530486636
2561972,20,-26.706469530486636,-4.131782315820369
2561968,10,20.514242342866456,14.284077307171437
2561968,1,-14.284077307171437,-20.514242342866456
2561973,18,26.20508654426419,6.327004520729779
2561973,2,-6.327004520729779,-26.20508654426419
2561969,12,50.22943968479381,8.11249675363743
2561969,14,-8.11249675363743,-50.22943968479381
2561974,19,11.11678674409127,26.58995295018795
2561974,5,-26.58995295018795,-11.11678674409127
2561981,11,23.901498587516205,7.339273176924311
2561981,19,-7.339273176924311,-23.901498587516205
2561979,7,11.271084090707856,32.046399143217265
2561979,17,-32.046399143217265,-11.271084090707856
2561983,15,33.05012645529257,29.452329780947906
2561983,10,-29.452329780947906,-33.05012645529257
2561982,14,10.788116850146025,5.813220657337615
2561982,6,-5.813220657337615,-10.788116850146025
2561978,5,41.43619816907318,35.67405703882999
2561978,12,-35.67405703882999,-41.43619816907318
2561976,1,14.565370035613356,21.89977259458667
2561976,8,-21.89977259458667,-14.565370035613356
2561977,2,21.108214686921944,17.97398858653468
2561977,13,-17.97398858653468,-21.108214686921944
2561975,4,5.2829604417521105,-0.6739683761059212
2561975,16,0.6739683761059212,-5.2829604417521105
2561984,20,45.71708484062838,26.52063070332559
2561984,3,-26.52063070332559,-45.71708484062838
2561980,9,40.00279987649199,31.987759314266192
2561980,18,-31.987759314266192,-40.00279987649199
2561985,6,37.63102124572876,7.177693012191235
2561985,11,-7.177693012191235,-37.63102124572876
2561986,3,31.680282367359816,18.446956643209592
2561986,1,-18.446956643209592,-31.680282367359816
2561987,8,12.210085609699139,9.025012895027135
2561987,5,-9.025012895027135,-12.210085609699139
2561988,10,17.156483424619417,2.925314811121034
2561988,20,-2.925314811121034,-17.156483424619417
2561991,16,38.92531121403637,4.087580743369646
2561991,14,-4.087580743369646,-38.92531121403637
2561993,18,6.290679372203368,61.73421051232566
2561993,7,-61.73421051232566,-6.290679372203368
2561989,12,34.804906072578405,-0.8475829197146989
2561989,2,0.8475829197146989,-34.804906072578405
2561994,19,48.534181794390605,-4.404127278792429
2561994,15,4.404127278792429,-48.534181794390605
2561990,13,14.336948933454048,15.936773752498992
2561990,4,-15.936773752498992,-14.336948933454048
2561992,17,33.42757810017812,23.38680737881019
2561992,9,-23.38680737881019,-33.42757810017812
2562003,18,7.231459109636358,6.169012047389707
2562003,14,-6.169012047389707,-7.231459109636358
2561999,9,23.398893783062245,10.399027604595176
2561999,10,-10.399027604595176,-23.398893783062245
2562004,19,53.30034422217277,19.145605267768957
2562004,3,-19.145605267768957,-53.30034422217277
2562002,17,21.220694580297355,29.217903563042658
2562002,1,-29.217903563042658,-21.220694580297355
2561997,7,47.93077467967815,18.36956773088163
2561997,20,-18.36956773088163,-47.93077467967815
2561995,2,16.745973009333724,41.680420092791564
2561995,4,-41.680420092791564,-16.745973009333724
2561996,5,39.71249783608216,-1.3490272275181492
2561996,15,1.3490272275181492,-39.71249783608216
2561998,8,12.000563484441876,5.17082150590522
2561998,6,-5.17082150590522,-12.000563484441876
2562001,16,39.45214537596111,8.44764735276603
2562001,11,-8.44764735276603,-39.45214537596111
2562000,13,6.921249182025382,16.79708385387629
2562000,12,-16.79708385387629,-6.921249182025382
2562008,3,26.417735874958748,8.394635816532112
2562008,7,-8.394635816532112,-26.417735874958748
2562005,4,72.25211332837976,-2.555430824191476
2562005,19,2.555430824191476,-72.25211332837976
2562007,6,7.013448680696657,23.874238429193795
2562007,5,-23.874238429193795,-7.013448680696657
2562009,10,48.56976167733627,-4.261518852167186
2562009,17,4.261518852167186,-48.56976167733627
2562011,12,30.31304758196994,25.57175025701856
2562011,16,-25.57175025701856,-30.31304758196994
2562014,20,54.73104666445924,13.19269489439561
2562014,8,-13.19269489439561,-54.73104666445924
2562013,15,47.2408956413867,34.881222009717945
2562013,13,-34.881222009717945,-47.2408956413867
2562010,11,45.285285033797074,12.776811472265205
2562010,2,-12.776811472265205,-45.285285033797074
2562006,1,29.457619200182286,7.540491614379857
2562006,18,-7.540491614379857,-29.457619200182286
2562012,14,25.2528755233123,-1.6500509859762036
2562012,9,1.6500509859762036,-25.2528755233123
2562016,5,34.658124010439444,21.791124201574053
2562016,3,-21.791124201574053,-34.658124010439444
2562020,13,22.09631896292853,32.409480528958426
2562020,11,-32.409480528958426,-22.09631896292853
2562022,17,14.312661759758399,36.329474291803095
2562022,4,-36.329474291803095,-14.312661759758399
2562019,9,25.252834662786313,30.189368563862217
2562019,15,-30.189368563862217,-25.252834662786313
2562023,18,4.801499897283739,6.621686034259665
2562023,10,-6.621686034259665,-4.801499897283739
2562018,8,29.416798780034483,17.18180626939874
2562018,14,-17.18180626939874,-29.416798780034483
2562015,2,3.53880627150152,22.0282351571813
2562015,20,-22.0282351571813,-3.53880627150152
2562021,16,18.25627264116841,17.025978706772186
2562021,6,-17.025978706772186,-18.25627264116841
2562024,19,1.7197658920024468,7.5531007505012955
2562024,12,-7.5531007505012955,-1.7197658920024468
2562017,7,15.843542213005048,13.019515197390547
2562017,1,-13.019515197390547,-15.843542213005048
2562025,4,14.796767272194792,10.94796542763915
2562025,9,-10.94796542763915,-14.796767272194792
2562029,10,20.942042279458846,20.43659719529122
2562029,13,-20.43659719529122,-20.942042279458846
2562033,15,35.80216518890148,12.01474214765968
2562033,18,-12.01474214765968,-35.80216518890148
2562026,1,19.65167019293879,2.0695741355218935
2562026,5,-2.0695741355218935,-19.65167019293879
2562027,6,36.29481729019887,40.23979512074244
2562027,2,-40.23979512074244,-36.29481729019887
2562028,3,36.04431555672386,-3.1410065319618385
2562028,8,3.1410065319618385,-36.04431555672386
2562034,20,17.44590223742903,2.93987432240709
2562034,16,-2.93987432240709,-17.44590223742903
2562030,11,54.25354432236338,-10.030847532348075
2562030,7,10.030847532348075,-54.25354432236338
2562031,12,30.93366981586844,1.9325645157496651
2562031,17,-1.9325645157496651,-30.93366981586844
2562032,14,6.482847909828164,8.099771279298139
2562032,19,-8.099771279298139,-6.482847909828164
